file_name,image_path,mask_path,prompt
LIDC_0034.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0034.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0034.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.67, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0035.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0035.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0035.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.67, y=0.70 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0036.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0036.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0036.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.72, y=0.67 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0037.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0037.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0037.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.68 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0038.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0038.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0038.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.68 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0039.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0039.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0039.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.70, y=0.68 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0040.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0040.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0040.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.70, y=0.68 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0041.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0041.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0041.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0042.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0042.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0042.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0043.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0043.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0043.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0044.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0044.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0044.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.72, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0045.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0045.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0045.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.30, y=0.64 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0046.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0046.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0046.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.29, y=0.64 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0047.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0047.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0047.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.29, y=0.63 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0048.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0048.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0048.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.28, y=0.64 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0049.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0049.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0049.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.30, y=0.64 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0050.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0050.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0050.png,"axial lung CT, single pulmonary nodule, located in the lower part of the left lung (nodule center at x=0.25, y=0.78 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0051.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0051.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0051.png,"axial lung CT, single pulmonary nodule, located in the lower part of the left lung (nodule center at x=0.25, y=0.78 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0052.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0052.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0052.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.61, y=0.79 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0053.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0053.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0053.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.61, y=0.79 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0054.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0054.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0054.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.61, y=0.79 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0055.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0055.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0055.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0056.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0056.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0056.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.69 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0057.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0057.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0057.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.70 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0058.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0058.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0058.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.71, y=0.71 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0059.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0059.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0059.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.72, y=0.70 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0060.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0060.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0060.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.72, y=0.70 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0061.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0061.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0061.png,"axial lung CT, single pulmonary nodule, located in the lower part of the right lung (nodule center at x=0.73, y=0.70 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0062.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0062.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0062.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.39, y=0.52 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0063.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0063.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0063.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.39, y=0.54 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0064.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0064.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0064.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.39, y=0.54 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0065.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0065.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0065.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.55 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0066.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0066.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0066.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.55 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0067.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0067.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0067.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.56 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0068.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0068.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0068.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.56 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0069.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0069.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0069.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.57 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0070.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0070.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0070.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.39, y=0.57 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0071.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0071.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0071.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.58 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0072.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0072.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0072.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.58 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0073.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0073.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0073.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.58 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0074.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0074.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0074.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.38, y=0.58 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0075.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0075.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0075.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.24, y=0.57 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0076.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0076.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0076.png,"axial lung CT, single pulmonary nodule, located in the middle part of the left lung (nodule center at x=0.24, y=0.57 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0077.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0077.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0077.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.72, y=0.53 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0078.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0078.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0078.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.72, y=0.53 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0079.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0079.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0079.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.72, y=0.53 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0080.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0080.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0080.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.59, y=0.63 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0081.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0081.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0081.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.59, y=0.63 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0082.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0082.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0082.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.59, y=0.64 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0083.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0083.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0083.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.60, y=0.64 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0084.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0084.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0084.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.58, y=0.62 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0085.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0085.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0085.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.58, y=0.63 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0086.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0086.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0086.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.59, y=0.63 in image coordinates), high-resolution medical CT image, no contrast"
LIDC_0087.png,/content/drive/MyDrive/lidc_lora/LIDC/image/LIDC_0087.png,/content/drive/MyDrive/lidc_lora/LIDC/mask/LIDC_Mask_0087.png,"axial lung CT, single pulmonary nodule, located in the middle part of the right lung (nodule center at x=0.59, y=0.63 in image coordinates), high-resolution medical CT image, no contrast"
